budget,graph_id,arm,stratum,source_family,fold,AE2,ProfileAE,signed_rho2,prediction,in_unit_interval,monotone
0.025,snap_collegemsg,H,real,snap_collegemsg,snap_collegemsg,0.23643068634802905,0.1026263765394077,0.23643068634802905,"[0.339480259985838, 0.1394674128132622, 0.04227361243432653, 0.008954693535853169]",True,True
0.025,snap_collegemsg,H,real,snap_collegemsg,snap_collegemsg,0.17425388073652448,0.06016704994016598,0.17425388073652448,"[0.2773034543743334, 0.06894082209561758, 0.012450904181304593, 0.0016434917210574017]",True,True
0.025,snap_collegemsg,H,real,snap_collegemsg,snap_collegemsg,0.23175283094498267,0.08677308453507099,0.23175283094498267,"[0.3348024045827916, 0.10581217999066167, 0.022623538416871293, 0.00352468776160848]",True,True
0.025,snap_collegemsg__pwt,H,surrogate,snap_collegemsg__pwt,snap_collegemsg,0.04240107399980653,0.026666181138781084,-0.04240107399980653,"[0.46742693582820327, 0.1889949961444711, 0.05375818691046343, 0.008997041227151911]",True,True
0.025,snap_collegemsg__pwt,H,surrogate,snap_collegemsg__pwt,snap_collegemsg,0.05684441355321812,0.03730169915400207,-0.05684441355321812,"[0.4529835962747917, 0.17184863645061815, 0.04487774781311185, 0.0069251075108841065]",True,True
0.025,snap_collegemsg__pwt,H,surrogate,snap_collegemsg__pwt,snap_collegemsg,0.03557033498260187,0.023031070891151362,-0.03557033498260187,"[0.47425767484540793, 0.19409321008884667, 0.05603153649651937, 0.009335179670034654]",True,True
0.025,snap_email_eu,H,real,snap_email_eu,snap_email_eu,0.29823271108651683,0.1777015988013825,-0.29823271108651683,"[0.20749438054694933, 0.06007111980507902, 0.018681403597491233, 0.0035069598090938735]",True,True
0.025,snap_email_eu,H,real,snap_email_eu,snap_email_eu,0.2271865019557508,0.14515614890586837,-0.2271865019557508,"[0.2785405896777154, 0.101233358218137, 0.03429767937735804, 0.005864036067459524]",True,True
0.025,snap_email_eu,H,real,snap_email_eu,snap_email_eu,0.2630747606558471,0.16156717230855328,-0.2630747606558471,"[0.24265233097761907, 0.08074563827309757, 0.026180422554542455, 0.004713177924671236]",True,True
0.025,snap_email_eu__pwt,H,surrogate,snap_email_eu__pwt,snap_email_eu,0.39799378150052966,0.2801362332561787,-0.39799378150052966,"[0.28919496351939067, 0.11657227048674187, 0.042856283159020334, 0.006964517937622366]",True,True
0.025,snap_email_eu__pwt,H,surrogate,snap_email_eu__pwt,snap_email_eu,0.40303390578582365,0.2821602015770021,-0.40303390578582365,"[0.2841548392340967, 0.11396525686497092, 0.04212939749495457, 0.007242668225459481]",True,True
0.025,snap_email_eu__pwt,H,surrogate,snap_email_eu__pwt,snap_email_eu,0.38794226037170404,0.27558119869357484,-0.38794226037170404,"[0.2992464846482163, 0.12086903005208949, 0.04603621898768656, 0.0076564396651984945]",True,True
0.025,snap_mathoverflow,H,real,snap_mathoverflow,snap_mathoverflow,0.06535587858413135,0.01802904999191965,0.06535587858413135,"[0.1497398220692845, 0.02345941999213397, 0.003365198429325432, 0.0005563529151033208]",True,True
0.025,snap_mathoverflow,H,real,snap_mathoverflow,snap_mathoverflow,0.06188156455790862,0.01663715738437001,0.06188156455790862,"[0.14626550804306176, 0.020582085183107057, 0.0027261395271966672, 0.0004113334121810007]",True,True
0.025,snap_mathoverflow,H,real,snap_mathoverflow,snap_mathoverflow,0.05849825915491967,0.01594940415355898,0.05849825915491967,"[0.14288220264007281, 0.021736817360648555, 0.0031296956420178135, 0.0005302169951565201]",True,True
0.025,snap_mathoverflow__pwt,H,surrogate,snap_mathoverflow__pwt,snap_mathoverflow,0.08558821610218775,0.03663471732461903,0.08558821610218775,"[0.4363749768184113, 0.18516360333883078, 0.0555160565175739, 0.009463759242620893]",True,True
0.025,snap_mathoverflow__pwt,H,surrogate,snap_mathoverflow__pwt,snap_mathoverflow,0.04101929253740505,0.020741210393640817,0.04101929253740505,"[0.3918060532536286, 0.14620371853336445, 0.03891617066757329, 0.006108864446285317]",True,True
0.025,snap_mathoverflow__pwt,H,surrogate,snap_mathoverflow__pwt,snap_mathoverflow,0.07302736578039176,0.03183949097316108,0.07302736578039176,"[0.4238141264966153, 0.16986206251546096, 0.048345156409140756, 0.007953173611720018]",True,True
0.025,sp_highschool2013,H,real,sp_highschool2013,sp_highschool2013,0.09457722431253651,0.06750841217528622,-0.09457722431253651,"[0.3909848245014889, 0.1729755891894022, 0.07629317757044024, 0.02233565450297582]",True,True
0.025,sp_highschool2013,H,real,sp_highschool2013,sp_highschool2013,0.09178552973424808,0.07612338919864224,-0.09178552973424808,"[0.39377651907977734, 0.16240943419995804, 0.057018700619766986, 0.014924683771380712]",True,True
0.025,sp_highschool2013,H,real,sp_highschool2013,sp_highschool2013,0.11141888102534192,0.06536319594962207,-0.11141888102534192,"[0.3741431677886835, 0.1790628548773238, 0.08480155261963489, 0.033162535381321565]",True,True
0.025,sp_highschool2013__pwt,H,surrogate,sp_highschool2013__pwt,sp_highschool2013,0.007974191441346923,0.053473510508263274,-0.007974191441346923,"[0.655312161257175, 0.4662666766247416, 0.3366127016691454, 0.21034824447294934]",True,True
0.025,sp_highschool2013__pwt,H,surrogate,sp_highschool2013__pwt,sp_highschool2013,0.11457631809258673,0.11767119887240572,-0.11457631809258673,"[0.5487100346059351, 0.37850903110322864, 0.2869862705740124, 0.19754369428426533]",True,True
0.025,sp_highschool2013__pwt,H,surrogate,sp_highschool2013__pwt,sp_highschool2013,0.10740811710436682,0.11500184724138722,-0.10740811710436682,"[0.5558782355941551, 0.3807648771241626, 0.28822532315265614, 0.19755800122054168]",True,True
0.025,sp_hospital,H,real,sp_hospital,sp_hospital,0.03828882205426759,0.01964543004214682,-0.03828882205426759,"[0.40683848259893696, 0.1327462308338498, 0.04978041804624972, 0.009313721055938015]",True,True
0.025,sp_hospital,H,real,sp_hospital,sp_hospital,0.01803793898211231,0.014872456269360287,-0.01803793898211231,"[0.42708936567109224, 0.1746094143721569, 0.07616959355068122, 0.01354134483014318]",True,True
0.025,sp_hospital,H,real,sp_hospital,sp_hospital,0.041842441969936195,0.03815430204372244,0.041842441969936195,"[0.48696974662314074, 0.22669830256422546, 0.08742277750726436, 0.020534283148389138]",True,True
0.025,sp_hospital__pwt,H,surrogate,sp_hospital__pwt,sp_hospital,0.1455359502756144,0.1849682611214363,-0.1455359502756144,"[0.689406982121225, 0.5041577500196653, 0.35414666931198574, 0.21022064624750686]",True,True
0.025,sp_hospital__pwt,H,surrogate,sp_hospital__pwt,sp_hospital,0.07015947326092054,0.09320983335323733,-0.07015947326092054,"[0.7647834591359188, 0.5891833741506164, 0.45067823775503907, 0.32032068773160455]",True,True
0.025,sp_hospital__pwt,H,surrogate,sp_hospital__pwt,sp_hospital,0.020221185306100953,0.024773150673987415,-0.020221185306100953,"[0.8147217470907384, 0.6678151193612724, 0.5279520222559142, 0.38822360078225354]",True,True
0.025,sp_workplace,H,real,sp_workplace,sp_workplace,0.11427805834597182,0.05836966347911493,0.11427805834597182,"[0.40440440368991193, 0.18599871346551194, 0.07338440238235307, 0.025002318281350064]",True,True
0.025,sp_workplace,H,real,sp_workplace,sp_workplace,0.15869618550946474,0.05743197586036298,0.15869618550946474,"[0.44882253085340484, 0.1724561890182076, 0.05001405647381067, 0.01374631099869609]",True,True
0.025,sp_workplace,H,real,sp_workplace,sp_workplace,0.16508134362247684,0.08616177182748716,0.16508134362247684,"[0.45520768896641695, 0.21927693072171386, 0.09168796950953603, 0.03378568201494916]",True,True
0.025,sp_workplace__pwt,H,surrogate,sp_workplace__pwt,sp_workplace,0.041499108141080376,0.07210385330444478,-0.041499108141080376,"[0.590695557277731, 0.413563402830453, 0.29678097962322536, 0.18772395379149082]",True,True
0.025,sp_workplace__pwt,H,surrogate,sp_workplace__pwt,sp_workplace,0.04052670089539101,0.07372321168879091,-0.04052670089539101,"[0.5916679645234204, 0.4092664392226188, 0.29873479502596134, 0.19283064636946645]",True,True
0.025,sp_workplace__pwt,H,surrogate,sp_workplace__pwt,sp_workplace,0.03837867358177993,0.06993829950274828,-0.03837867358177993,"[0.5938159918370315, 0.41855701870188305, 0.3006676083521545, 0.19106241774436444]",True,True
0.05,ad_memory_r1,H,synthetic,ad_memory_r1,synthetic,0.0399123143432889,0.02114053251535668,-0.0399123143432889,"[0.7564373494415334, 0.5202416787854633, 0.29089723577913223, 0.10722760016875557]",True,True
0.05,ad_memory_r1,H,synthetic,ad_memory_r1,synthetic,0.03860153523766796,0.023199337301410466,-0.03860153523766796,"[0.7577481285471543, 0.5194291663452635, 0.2875441093240702, 0.10184724081418138]",True,True
0.05,ad_memory_r1,H,synthetic,ad_memory_r1,synthetic,0.0823955497722374,0.07032287077012517,-0.0823955497722374,"[0.7139541140125849, 0.4489912803598758, 0.23286995384038323, 0.0822591629429667]",True,True
0.05,ad_memory_r2,H,synthetic,ad_memory_r2,synthetic,0.08544377722918206,0.08853749998538497,-0.08544377722918206,"[0.6971006014690428, 0.4205264929016107, 0.2009848727854925, 0.06145894020014455]",True,True
0.05,ad_memory_r2,H,synthetic,ad_memory_r2,synthetic,0.04338091275589018,0.03702831094933009,-0.04338091275589018,"[0.7391634659423347, 0.49365605966685794, 0.2627984825606465, 0.09048965533067097]",True,True
0.05,ad_memory_r2,H,synthetic,ad_memory_r2,synthetic,0.03826796004354993,0.03437920105082688,-0.03826796004354993,"[0.744276418654675, 0.4913429964425322, 0.26558057698654625, 0.09550411101076951]",True,True
0.05,ad_memoryless_r1,H,synthetic,ad_memoryless_r1,synthetic,0.004233984322182138,0.001120080486705467,-0.004233984322182138,"[0.05065633084210563, 0.002258761327301171, 9.505785687491185e-05, 0.0]",True,True
0.05,ad_memoryless_r1,H,synthetic,ad_memoryless_r1,synthetic,0.0040941293935355255,0.0013734887570671097,0.0040941293935355255,"[0.05898444455782329, 0.003289260717993307, 0.00021736941374783032, 6.77062528129126e-07]",True,True
0.05,ad_memoryless_r1,H,synthetic,ad_memoryless_r1,synthetic,0.011652590766427433,0.0033676940318348443,0.011652590766427433,"[0.0665429059307152, 0.003793334326856729, 0.00013068346074151762, 1.6491328500510384e-06]",True,True
0.05,ad_memoryless_r2,H,synthetic,ad_memoryless_r2,synthetic,0.044970946388884374,0.012664867587007257,0.044970946388884374,"[0.10659137260520926, 0.01080737886752915, 0.0009924266968792197, 2.0604200928477833e-05]",True,True
0.05,ad_memoryless_r2,H,synthetic,ad_memoryless_r2,synthetic,0.022134333669323547,0.006713608634701403,-0.022134333669323547,"[0.03948609254700134, 0.0013912040467536349, 2.0599420943398933e-05, 1.853098689859226e-08]",True,True
0.05,ad_memoryless_r2,H,synthetic,ad_memoryless_r2,synthetic,0.033108505535096304,0.009054050163946442,0.033108505535096304,"[0.09472893175142119, 0.008548810894718028, 0.0006605437930881573, 3.0226239075485193e-05]",True,True
0.05,copenhagen_bluetooth,H,real,copenhagen_bluetooth,copenhagen_bluetooth,0.00394070368320254,0.008191087516041941,0.00394070368320254,"[0.4508663921026669, 0.24297310112086767, 0.11396564119382312, 0.041581873763244126]",True,True
0.05,copenhagen_bluetooth,H,real,copenhagen_bluetooth,copenhagen_bluetooth,0.05008930465005185,0.019074578194660262,-0.05008930465005185,"[0.3968363837694125, 0.20992515184377003, 0.09838982556093451, 0.03517298416367595]",True,True
0.05,copenhagen_bluetooth,H,real,copenhagen_bluetooth,copenhagen_bluetooth,0.0004146352747212978,0.0067688796581434445,0.0004146352747212978,"[0.44734032369418564, 0.24050018368475837, 0.11294749119575444, 0.040127669178890685]",True,True
0.05,copenhagen_bluetooth__pwt,H,surrogate,copenhagen_bluetooth__pwt,copenhagen_bluetooth,0.014669701949307723,0.0753873404246684,-0.014669701949307723,"[0.7000920231858614, 0.511280280044931, 0.37124079020518036, 0.22902753606364373]",True,True
0.05,copenhagen_bluetooth__pwt,H,surrogate,copenhagen_bluetooth__pwt,copenhagen_bluetooth,0.04439451666949279,0.09872098805385324,-0.04439451666949279,"[0.6703672084656763, 0.4828949601689652, 0.35019598356259113, 0.21484788678564443]",True,True
0.05,copenhagen_bluetooth__pwt,H,surrogate,copenhagen_bluetooth__pwt,copenhagen_bluetooth,0.02233192958362551,0.0814980739764024,-0.02233192958362551,"[0.6924297955515436, 0.5053681579632132, 0.36546754425595224, 0.2239321975219714]",True,True
0.05,dar_a08_r1,H,synthetic,dar_a08_r1,synthetic,0.01635435215605474,0.031028048205723927,0.01635435215605474,"[0.8008264018454957, 0.6287365918161413, 0.46860175747545246, 0.3209784975864273]",True,True
0.05,dar_a08_r1,H,synthetic,dar_a08_r1,synthetic,0.018257121551012556,0.02602988270735425,0.018257121551012556,"[0.8027291712404535, 0.625367924079437, 0.4538617058157754, 0.2828082144056278]",True,True
0.05,dar_a08_r1,H,synthetic,dar_a08_r1,synthetic,0.02227460186767316,0.05583607665294457,0.02227460186767316,"[0.8067466515571141, 0.6420879736030585, 0.49524361122432, 0.3742971261279068]",True,True
0.05,dar_a08_r2,H,synthetic,dar_a08_r2,synthetic,0.009611033847328088,0.038270371716746146,-0.009611033847328088,"[0.7688090046883174, 0.5664551467900207, 0.3978694897462594, 0.2595780639443845]",True,True
0.05,dar_a08_r2,H,synthetic,dar_a08_r2,synthetic,0.003991893107349265,0.03150455119434456,0.003991893107349265,"[0.7824119316429947, 0.5845842070924712, 0.4080501428125213, 0.2527124919252997]",True,True
0.05,dar_a08_r2,H,synthetic,dar_a08_r2,synthetic,0.009054744577284168,0.012510775483852127,0.009054744577284168,"[0.7874747831129296, 0.61442132505919, 0.45873057354411356, 0.3352096122551419]",True,True
0.05,dar_a0_r1,H,synthetic,dar_a0_r1,synthetic,0.1364530314757859,0.04238717541041648,-0.1364530314757859,"[0.24999877395542863, 0.05474334854301262, 0.006814732660862774, 0.0006519608594599553]",True,True
0.05,dar_a0_r1,H,synthetic,dar_a0_r1,synthetic,0.12593436636645922,0.03799277657399602,-0.12593436636645922,"[0.26051743906475533, 0.061443658658717266, 0.007143705636824152, 0.0006223137147708623]",True,True
0.05,dar_a0_r1,H,synthetic,dar_a0_r1,synthetic,0.114960453783513,0.03480170075263593,-0.114960453783513,"[0.27149135164770155, 0.06273723107104895, 0.007801644354517291, 0.0007834341423015416]",True,True
0.05,dar_a0_r2,H,synthetic,dar_a0_r2,synthetic,0.13003600772098595,0.040229697511464504,-0.13003600772098595,"[0.26603649983188415, 0.05821233008555037, 0.009098293505292204, 0.0009124391483430444]",True,True
0.05,dar_a0_r2,H,synthetic,dar_a0_r2,synthetic,0.12045968308972516,0.03710876183091006,-0.12045968308972516,"[0.27561282446314495, 0.06022279792518073, 0.009874158739612867, 0.0007913541313370639]",True,True
0.05,dar_a0_r2,H,synthetic,dar_a0_r2,synthetic,0.13626847177083684,0.04293668609976944,-0.13626847177083684,"[0.25980403578203326, 0.05409780015304378, 0.008294494779634409, 0.0005896007935474892]",True,True
0.05,nr_digg_reply,H,real,nr_digg_reply,nr_digg_reply,0.00675816285711563,0.0017491906314485374,0.00675816285711563,"[0.009823161976368757, 0.0003213886979877676, 4.800802749173776e-05, 1.0122442934789731e-05]",True,True
0.05,nr_digg_reply,H,real,nr_digg_reply,nr_digg_reply,0.01024686782699563,0.0027058852154069595,0.01024686782699563,"[0.013311866946248757, 0.0006242421480180319, 7.922882739815072e-05, 1.4121558951802255e-05]",True,True
0.05,nr_digg_reply,H,real,nr_digg_reply,nr_digg_reply,0.010699835735980889,0.0028190380717532664,0.010699835735980889,"[0.013764834855234016, 0.0006278523502813542, 7.619241058429702e-05, 1.3191289902301854e-05]",True,True
0.05,nr_digg_reply__pwt,H,surrogate,nr_digg_reply__pwt,nr_digg_reply,0.003889905475224751,0.0010307900829295432,0.003889905475224751,"[0.01203974987661046, 0.0005488651677137649, 7.369226759446307e-05, 1.3191289902301854e-05]",True,True
0.05,nr_digg_reply__pwt,H,surrogate,nr_digg_reply__pwt,nr_digg_reply,0.0033227258653713756,0.0008737141514069172,0.0033227258653713756,"[0.011472570266757085, 0.0005976963269395516, 8.407283414300658e-05, 1.5103680365100302e-05]",True,True
0.05,nr_digg_reply__pwt,H,surrogate,nr_digg_reply__pwt,nr_digg_reply,0.008266490429944234,0.0020928347479595667,0.008266490429944234,"[0.016416334831329944, 0.0006670429419668762, 8.293866652744414e-05, 1.4173411315599904e-05]",True,True
0.05,snap_collegemsg,H,real,snap_collegemsg,snap_collegemsg,0.21672993279257619,0.07916964935956697,0.21672993279257619,"[0.3197795064303851, 0.09407151816950197, 0.019275392275551095, 0.0032226531744787455]",True,True
0.05,snap_collegemsg,H,real,snap_collegemsg,snap_collegemsg,0.24684093772752697,0.09440856698929989,0.24684093772752697,"[0.3498905113653359, 0.11473308534719968, 0.027829522351951883, 0.004851621504361182]",True,True
0.05,snap_collegemsg,H,real,snap_collegemsg,snap_collegemsg,0.21483475529472124,0.07865118129487805,0.21483475529472124,"[0.31788432893253016, 0.09251678044149154, 0.020372059079508103, 0.00350202933763149]",True,True
0.05,snap_collegemsg__pwt,H,surrogate,snap_collegemsg__pwt,snap_collegemsg,0.08346482300916808,0.049092876242160945,-0.08346482300916808,"[0.4263631868188417, 0.1567076112112417, 0.03991442920971536, 0.00648515245697152]",True,True
0.05,snap_collegemsg__pwt,H,surrogate,snap_collegemsg__pwt,snap_collegemsg,0.0924556098674234,0.054327225809221245,-0.0924556098674234,"[0.4173723999605864, 0.14883967042222268, 0.036572702818944584, 0.005748208226775429]",True,True
0.05,snap_collegemsg__pwt,H,surrogate,snap_collegemsg__pwt,snap_collegemsg,0.08940792874999232,0.052715588736861024,-0.08940792874999232,"[0.4204200810780175, 0.15041011346560634, 0.03805581663206121, 0.006093518542284955]",True,True
0.05,snap_email_eu,H,real,snap_email_eu,snap_email_eu,0.3818433970802834,0.21187825745576866,-0.3818433970802834,"[0.12388369455318277, 0.021681370327395023, 0.006310475039642466, 0.001171689220848645]",True,True
0.05,snap_email_eu,H,real,snap_email_eu,snap_email_eu,0.2304962570196314,0.1471240518556834,-0.2304962570196314,"[0.2752308346138348, 0.0977968355942244, 0.03316506194224227, 0.005871319391108364]",True,True
0.05,snap_email_eu,H,real,snap_email_eu,snap_email_eu,0.24480275428731418,0.15019251143211437,-0.24480275428731418,"[0.260924337346152, 0.09776271642591759, 0.035154429849296384, 0.0059487296143199715]",True,True
0.05,snap_email_eu__pwt,H,surrogate,snap_email_eu__pwt,snap_email_eu,0.4052254015237427,0.28159150424976676,-0.4052254015237427,"[0.28196334349617763, 0.1148232094991282, 0.04434298415471314, 0.008637413978403943]",True,True
0.05,snap_email_eu__pwt,H,surrogate,snap_email_eu__pwt,snap_email_eu,0.4009501364299059,0.2800058091826438,-0.4009501364299059,"[0.28623860859001443, 0.11648672939447832, 0.044587691599943045, 0.008796701812479015]",True,True
0.05,snap_email_eu__pwt,H,surrogate,snap_email_eu__pwt,snap_email_eu,0.40682158441630223,0.28076703042345585,-0.40682158441630223,"[0.2803671606036181, 0.11650059533573373, 0.04750740089401052, 0.008689689600304258]",True,True
0.05,snap_mathoverflow,H,real,snap_mathoverflow,snap_mathoverflow,0.06355426308337632,0.017301042170388546,0.06355426308337632,"[0.14793820656852946, 0.021933122921342998, 0.003038487821737979, 0.00046718223726917936]",True,True
0.05,snap_mathoverflow,H,real,snap_mathoverflow,snap_mathoverflow,0.059152870908708785,0.015989176131243812,0.059152870908708785,"[0.14353681439386193, 0.021091090062219698, 0.0030159808811230137, 0.0004937283006722466]",True,True
