family,outer_replicate,arm,method,mode_a,mode_b,MAE2_a,MAE2_b,paired_MAE2_b_minus_a
ad,1,H,extratrees_pooled,memoryless,memory,0.0032703163743720287,0.014330284815920061,0.011059968441548032
ad,1,H,extratrees_real_only,memoryless,memory,0.006989647219501706,0.2611903598583199,0.2542007126388182
ad,1,H,primary_corrector,memoryless,memory,0.006172683496066003,0.1138928302522576,0.1077201467561916
ad,1,H,qwen_nonthinking,memoryless,memory,0.18423440942619024,0.24746077489593332,0.06322636546974308
ad,1,H,qwen_thinking,memoryless,memory,0.3049508538706347,0.14615874042053578,-0.15879211345009892
ad,1,B,plugin,memoryless,memory,0.05036360460422095,0.6767163183845026,0.6263527137802817
ad,1,B,median,memoryless,memory,0.2995951408639409,0.4418642077565937,0.14226906689265278
ad,1,B,extratrees_pooled,memoryless,memory,0.0050963441741773904,0.046416188043020536,0.041319843868843145
ad,1,B,extratrees_real_only,memoryless,memory,0.01680043300454292,0.3091878612279186,0.29238742822337566
ad,1,B,primary_corrector,memoryless,memory,0.01134974291044735,0.11977634538987485,0.1084266024794275
ad,1,B,qwen_nonthinking,memoryless,memory,0.5869741993166651,0.12732788984950366,-0.4596463094671614
ad,1,B,qwen_thinking,memoryless,memory,0.022224157603533724,0.45880544348382973,0.436581285880296
ad,2,R,plugin,memoryless,memory,0.009340517183783098,0.014697328848082503,0.005356811664299405
ad,2,R,median,memoryless,memory,0.29286502981190377,0.42805892266999623,0.13519389285809247
ad,2,R,extratrees_pooled,memoryless,memory,0.0055475302255208235,0.007035104650642721,0.001487574425121897
ad,2,R,extratrees_real_only,memoryless,memory,0.04627174088379398,0.23591124093071827,0.1896395000469243
ad,2,R,primary_corrector,memoryless,memory,0.009340517183783098,0.014697328848082503,0.005356811664299405
ad,2,R,qwen_nonthinking,memoryless,memory,0.38793512933923063,0.11024326101249173,-0.2776918683267389
ad,2,R,qwen_thinking,memoryless,memory,0.009341220150113926,0.014701904010519455,0.00536068386040553
ad,2,S,plugin,memoryless,memory,0.008885501438265624,0.01964245684873352,0.010756955410467896
ad,2,S,median,memoryless,memory,0.29286502981190377,0.42805892266999623,0.13519389285809247
ad,2,S,extratrees_pooled,memoryless,memory,0.011369876715703007,0.007487982195190608,-0.0038818945205123983
ad,2,S,extratrees_real_only,memoryless,memory,0.04204379210012684,0.2357728702991121,0.19372907819898524
ad,2,S,primary_corrector,memoryless,memory,0.009997506413193566,0.014689508175860492,0.004692001762666926
ad,2,S,qwen_nonthinking,memoryless,memory,0.41766846267256397,0.03749506903353055,-0.3801733936390334
ad,2,S,qwen_thinking,memoryless,memory,0.009221665371749874,0.018472429322813913,0.009250763951064039
ad,2,H,plugin,memoryless,memory,0.016985536580506107,0.11672726109271576,0.09974172451220965
ad,2,H,median,memoryless,memory,0.29286502981190377,0.42805892266999623,0.13519389285809247
ad,2,H,extratrees_pooled,memoryless,memory,0.020289446238847954,0.015878198310497933,-0.004411247928350022
ad,2,H,extratrees_real_only,memoryless,memory,0.03658844841503376,0.2450135053039386,0.20842505688890484
ad,2,H,primary_corrector,memoryless,memory,0.02776470036635988,0.1447545711015329,0.11698987073517302
ad,2,H,qwen_nonthinking,memoryless,memory,0.33721087432426394,0.18075673898750827,-0.15645413533675567
ad,2,H,qwen_thinking,memoryless,memory,0.1322504288096879,0.14397254331414175,0.011722114504453846
ad,2,B,plugin,memoryless,memory,0.05437469568790943,0.6392929467079348,0.5849182510200254
ad,2,B,median,memoryless,memory,0.29286502981190377,0.42805892266999623,0.13519389285809247
ad,2,B,extratrees_pooled,memoryless,memory,0.008564042297645144,0.01776149055780037,0.009197448260155226
ad,2,B,extratrees_real_only,memoryless,memory,0.012061255351462366,0.2868603917937143,0.27479913644225196
ad,2,B,primary_corrector,memoryless,memory,0.01352453117092141,0.11644130145795868,0.10291677028703727
ad,2,B,qwen_nonthinking,memoryless,memory,0.5759618907206361,0.10970742932281391,-0.4662544613978222
ad,2,B,qwen_thinking,memoryless,memory,0.24432063691576403,0.5730482223208415,0.3287275854050775
