graph_id,stratum,W,mean_occupancy,median_occupancy,C_one_step,rho_2,rho_relative_0.2,rho_relative_0.4,rho_relative_0.6,rho_relative_0.8,rho_relative_1.0,event_upper_bound_2,rho_3,event_upper_bound_3,rho_4,event_upper_bound_4,rho_5,event_upper_bound_5,rho_6,event_upper_bound_6,rho_7,event_upper_bound_7,rho_8,event_upper_bound_8,rho_9,event_upper_bound_9,rho_10,event_upper_bound_10,rho_11,event_upper_bound_11,rho_12,event_upper_bound_12,rho_13,event_upper_bound_13,rho_14,event_upper_bound_14,rho_15,event_upper_bound_15,rho_16,event_upper_bound_16,rho_17,event_upper_bound_17,rho_18,event_upper_bound_18,rho_19,event_upper_bound_19,rho_20,event_upper_bound_20
sp_hospital,real,13,0.15371108259606941,0.15384615384615385,0.23442288049029622,0.533801580333626,0.24231782265144863,0.02897278314310799,0.0026338893766461808,0.0,0.0,0.8568920105355575,0.24231782265144863,0.7682177348551361,0.1237928007023705,0.6953467954345918,0.05443371378402107,0.6338893766461808,0.02897278314310799,0.5856014047410009,0.01141352063213345,0.543459174714662,0.0026338893766461808,0.5100965759438104,0.000877963125548727,0.4679543459174715,0.0,0.4433713784021071,0.0,0.4231782265144864,0.0,0.4038630377524144,0.0,0.38191395961369623,,,,,,,,,,,,,,
sp_hospital,real,14,0.1459300137965634,0.14285714285714285,0.2536051715564396,0.533801580333626,0.257243195785777,0.03511852502194908,0.0,0.0,0.0,0.8568920105355575,0.257243195785777,0.7682177348551361,0.13081650570676032,0.6953467954345918,0.06409130816505706,0.6338893766461808,0.03511852502194908,0.5856014047410009,0.016681299385425813,0.543459174714662,0.0052677787532923615,0.5100965759438104,0.0,0.4679543459174715,0.0,0.4433713784021071,0.0,0.4231782265144864,0.0,0.4038630377524144,0.0,0.38191395961369623,0.0,0.3608428446005268,,,,,,,,,,,,
sp_hospital,real,15,0.13702077846063798,0.13333333333333333,0.25024630541871923,0.5223880597014925,0.2607550482879719,0.041264266900790166,0.001755926251097454,0.0,0.0,0.8568920105355575,0.2607550482879719,0.7682177348551361,0.13784021071115013,0.6953467954345918,0.06760316066725197,0.6338893766461808,0.041264266900790166,0.5856014047410009,0.01755926251097454,0.543459174714662,0.006145741878841089,0.5100965759438104,0.001755926251097454,0.4679543459174715,0.0,0.4433713784021071,0.0,0.4231782265144864,0.0,0.4038630377524144,0.0,0.38191395961369623,0.0,0.3608428446005268,0.0,0.34328358208955223,,,,,,,,,,
sp_hospital,real,16,0.12648156277436348,0.125,0.24260651629072683,0.5215100965759438,0.1264266900790167,0.014925373134328358,0.000877963125548727,0.0,0.0,0.8568920105355575,0.2528533801580334,0.7682177348551361,0.1264266900790167,0.6953467954345918,0.06409130816505706,0.6338893766461808,0.033362598770851626,0.5856014047410009,0.014925373134328358,0.543459174714662,0.0052677787532923615,0.5100965759438104,0.003511852502194908,0.4679543459174715,0.000877963125548727,0.4433713784021071,0.000877963125548727,0.4231782265144864,0.0,0.4038630377524144,0.0,0.38191395961369623,0.0,0.3608428446005268,0.0,0.34328358208955223,0.0,0.33099209833187004,,,,,,,,
sp_hospital,real,17,0.1264266900790167,0.11764705882352941,0.2913752913752914,0.5583845478489904,0.14925373134328357,0.02370500438981563,0.0,0.0,0.0,0.8568920105355575,0.2800702370500439,0.7682177348551361,0.14925373134328357,0.6953467954345918,0.07638279192273925,0.6338893766461808,0.04741000877963126,0.5856014047410009,0.02370500438981563,0.543459174714662,0.012291483757682178,0.5100965759438104,0.001755926251097454,0.4679543459174715,0.0,0.4433713784021071,0.0,0.4231782265144864,0.0,0.4038630377524144,0.0,0.38191395961369623,0.0,0.3608428446005268,0.0,0.34328358208955223,0.0,0.33099209833187004,0.0,0.3169446883230904,,,,,,
sp_hospital,real,18,0.12213442590966735,0.1111111111111111,0.2971014492753623,0.5610184372256365,0.1562774363476734,0.014047410008779631,0.0,0.0,0.0,0.8568920105355575,0.29411764705882354,0.7682177348551361,0.1562774363476734,0.6953467954345918,0.08867427568042142,0.6338893766461808,0.048287971905179985,0.5856014047410009,0.02897278314310799,0.543459174714662,0.014047410008779631,0.5100965759438104,0.007023705004389816,0.4679543459174715,0.0,0.4433713784021071,0.0,0.4231782265144864,0.0,0.4038630377524144,0.0,0.38191395961369623,0.0,0.3608428446005268,0.0,0.34328358208955223,0.0,0.33099209833187004,0.0,0.3169446883230904,0.0,0.30465320456540823,,,,
sp_hospital,real,19,0.11593734115798716,0.10526315789473684,0.3055054151624549,0.5575065847234416,0.15891132572431957,0.012291483757682178,0.0,0.0,0.0,0.8568920105355575,0.2923617208077261,0.7682177348551361,0.15891132572431957,0.6953467954345918,0.08779631255487269,0.6338893766461808,0.05267778753292362,0.5856014047410009,0.0324846356453029,0.543459174714662,0.012291483757682178,0.5100965759438104,0.004389815627743635,0.4679543459174715,0.0026338893766461808,0.4433713784021071,0.001755926251097454,0.4231782265144864,0.0,0.4038630377524144,0.0,0.38191395961369623,0.0,0.3608428446005268,0.0,0.34328358208955223,0.0,0.33099209833187004,0.0,0.3169446883230904,0.0,0.30465320456540823,0.0,0.295873573309921,,
sp_hospital,real,20,0.10913081650570675,0.1,0.2918181818181818,0.5504828797190519,0.15803336259877085,0.015803336259877086,0.0,0.0,0.0,0.8568920105355575,0.2835820895522388,0.7682177348551361,0.15803336259877085,0.6953467954345918,0.08779631255487269,0.6338893766461808,0.04741000877963126,0.5856014047410009,0.02897278314310799,0.543459174714662,0.015803336259877086,0.5100965759438104,0.006145741878841089,0.4679543459174715,0.003511852502194908,0.4433713784021071,0.000877963125548727,0.4231782265144864,0.0,0.4038630377524144,0.0,0.38191395961369623,0.0,0.3608428446005268,0.0,0.34328358208955223,0.0,0.33099209833187004,0.0,0.3169446883230904,0.0,0.30465320456540823,0.0,0.295873573309921,0.0,0.28884986830553117
sp_highschool2013,real,2,0.6886387074596081,0.5,0.49050279329608937,0.37727741491921624,1.0,1.0,0.37727741491921624,0.37727741491921624,0.37727741491921624,0.6928497765555174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp_highschool2013,real,3,0.5326572705397044,0.3333333333333333,0.4354865913307472,0.4364042626332073,1.0,0.4364042626332073,0.4364042626332073,0.1615675489859058,0.1615675489859058,0.6928497765555174,0.1615675489859058,0.5735647988999656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp_highschool2013,real,4,0.45041251289102785,0.25,0.43528260337655983,0.4716397387418357,1.0,0.4716397387418357,0.23324166380199382,0.09676864902028189,0.09676864902028189,0.6928497765555174,0.23324166380199382,0.5735647988999656,0.09676864902028189,0.49759367480233757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp_highschool2013,real,5,0.3865245788930904,0.2,0.4192387392300142,0.4855620488140254,1.0,0.4855620488140254,0.2671020969405294,0.12822275696115504,0.05173599174974218,0.6928497765555174,0.2671020969405294,0.5735647988999656,0.12822275696115504,0.49759367480233757,0.05173599174974218,0.4444826400825026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp_highschool2013,real,6,0.32857797639509567,0.16666666666666666,0.36168174560936667,0.48779649364042627,0.48779649364042627,0.27002406325197664,0.13801993812306634,0.060158129941560674,0.015469233413544173,0.6928497765555174,0.27002406325197664,0.5735647988999656,0.13801993812306634,0.49759367480233757,0.060158129941560674,0.4444826400825026,0.015469233413544173,0.40580955654864215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp_highschool2013,real,7,0.2895202082207926,0.14285714285714285,0.29322766570605185,0.4914059814369199,0.4914059814369199,0.27896184255757994,0.07425232038501203,0.030250945342041938,0.0034376074252320385,0.6928497765555174,0.27896184255757994,0.5735647988999656,0.14833276039876245,0.49759367480233757,0.07425232038501203,0.4444826400825026,0.030250945342041938,0.40580955654864215,0.0034376074252320385,0.3757304915778618,,,,,,,,,,,,,,,,,,,,,,,,,,
sp_highschool2013,real,8,0.26480319697490545,0.125,0.28829268292682925,0.49862495702990717,0.49862495702990717,0.16552079752492266,0.09384668270883464,0.018906840838776213,0.00446888965280165,0.6928497765555174,0.29322791337229287,0.5735647988999656,0.16552079752492266,0.49759367480233757,0.09384668270883464,0.4444826400825026,0.04382949467170849,0.40580955654864215,0.018906840838776213,0.3757304915778618,0.00446888965280165,0.35046407700240634,,,,,,,,,,,,,,,,,,,,,,,,
sp_highschool2013,real,9,0.2293839043581223,0.1111111111111111,0.15630032206119163,0.49432794774836714,0.49432794774836714,0.15623925747679615,0.03746992093502922,0.0,0.0,0.6928497765555174,0.2856651770367824,0.5735647988999656,0.15623925747679615,0.49759367480233757,0.08164317634926091,0.4444826400825026,0.03746992093502922,0.40580955654864215,0.009109659676864902,0.3757304915778618,0.0,0.35046407700240634,0.0,0.3284633894809213,,,,,,,,,,,,,,,,,,,,,,
sp_highschool2013,real,10,0.20960811275352356,0.1,0.12934782608695652,0.4944998281196287,0.4944998281196287,0.1608800275008594,0.04554829838432451,0.0032657270539704366,0.0,0.6928497765555174,0.28704022000687524,0.5735647988999656,0.1608800275008594,0.49759367480233757,0.08662770711584737,0.4444826400825026,0.04554829838432451,0.40580955654864215,0.018219319353729804,0.3757304915778618,0.0032657270539704366,0.35046407700240634,0.0,0.3284633894809213,0.0,0.30818150567205227,,,,,,,,,,,,,,,,,,,,
sp_highschool2013,real,11,0.1945998312447264,0.18181818181818182,0.13508045091049234,0.5006875214850464,0.2964936404262633,0.09487796493640427,0.023375730491577863,0.0,0.0,0.6928497765555174,0.2964936404262633,0.5735647988999656,0.16638019938123066,0.49759367480233757,0.09487796493640427,0.4444826400825026,0.05173599174974218,0.40580955654864215,0.023375730491577863,0.3757304915778618,0.007047095221725679,0.35046407700240634,0.0,0.3284633894809213,0.0,0.30818150567205227,0.0,0.29150910965967686,,,,,,,,,,,,,,,,,,
sp_highschool2013,real,12,0.1787412627477942,0.08333333333333333,0.12540810447474554,0.499140598143692,0.29511859745617053,0.09762805087658989,0.007218975592987281,0.0,0.0,0.6928497765555174,0.29511859745617053,0.5735647988999656,0.1699896871777243,0.49759367480233757,0.09762805087658989,0.4444826400825026,0.05070470952217257,0.40580955654864215,0.022688209006531453,0.3757304915778618,0.007218975592987281,0.35046407700240634,0.0024063251976624267,0.3284633894809213,0.0,0.30818150567205227,0.0,0.29150910965967686,0.0,0.2777586799587487,,,,,,,,,,,,,,,,
sp_highschool2013,real,13,0.16938149509479863,0.15384615384615385,0.14865116279069768,0.5013750429700928,0.30233757304915776,0.061189412169130285,0.013062908215881746,0.0,0.0,0.6928497765555174,0.30233757304915776,0.5735647988999656,0.18013062908215882,0.49759367480233757,0.1067377105534548,0.4444826400825026,0.061189412169130285,0.40580955654864215,0.03282915091096597,0.3757304915778618,0.013062908215881746,0.35046407700240634,0.004297009281540048,0.3284633894809213,0.0,0.30818150567205227,0.0,0.29150910965967686,0.0,0.2777586799587487,0.0,0.2669302165692678,,,,,,,,,,,,,,
sp_highschool2013,real,14,0.1539065952953887,0.07142857142857142,0.12609607319862753,0.49759367480233757,0.2935716741148161,0.05448607768992781,0.002921966311447233,0.0,0.0,0.6928497765555174,0.2935716741148161,0.5735647988999656,0.1698178068064627,0.49759367480233757,0.09694052939154349,0.4444826400825026,0.05448607768992781,0.40580955654864215,0.026813337916809902,0.3757304915778618,0.011687865245788931,0.35046407700240634,0.002921966311447233,0.3284633894809213,0.0008594018563080096,0.30818150567205227,0.0,0.29150910965967686,0.0,0.2777586799587487,0.0,0.2669302165692678,0.0,0.25678927466483326,,,,,,,,,,,,
sp_highschool2013,real,15,0.15454337114701502,0.13333333333333333,0.1880377233620119,0.5123753867308354,0.31746304572017875,0.07906497078033689,0.011859745617050534,0.0,0.0,0.6928497765555174,0.31746304572017875,0.5735647988999656,0.1966311447232726,0.49759367480233757,0.12564455139223102,0.4444826400825026,0.07906497078033689,0.40580955654864215,0.04623581986937092,0.3757304915778618,0.024750773461670678,0.35046407700240634,0.011859745617050534,0.3284633894809213,0.004125128910278446,0.30818150567205227,0.0,0.29150910965967686,0.0,0.2777586799587487,0.0,0.2669302165692678,0.0,0.25678927466483326,0.0,0.24664833276039877,,,,,,,,,,
sp_highschool2013,real,16,0.14277887590237195,0.125,0.17389844733529164,0.5084221381918185,0.19250601581299415,0.04314197318666208,0.004640770024063252,0.0,0.0,0.6928497765555174,0.3100721897559299,0.5735647988999656,0.19250601581299415,0.49759367480233757,0.11722241320041252,0.4444826400825026,0.07339291852870403,0.40580955654864215,0.04314197318666208,0.3757304915778618,0.023375730491577863,0.35046407700240634,0.010484702646957717,0.3284633894809213,0.004640770024063252,0.30818150567205227,0.0012031625988312134,0.29150910965967686,0.0,0.2777586799587487,0.0,0.2669302165692678,0.0,0.25678927466483326,0.0,0.24664833276039877,0.0,0.23702303196974905,,,,,,,,
sp_highschool2013,real,17,0.13630113441045033,0.11764705882352941,0.18725231175693527,0.5134066689584049,0.20058439326228944,0.04640770024063252,0.0,0.0,0.0,0.6928497765555174,0.31711928497765557,0.5735647988999656,0.20058439326228944,0.49759367480233757,0.1259883121347542,0.4444826400825026,0.07854932966655208,0.40580955654864215,0.04640770024063252,0.3757304915778618,0.025438294946717083,0.35046407700240634,0.009625300790649707,0.3284633894809213,0.0,0.30818150567205227,0.0,0.29150910965967686,0.0,0.2777586799587487,0.0,0.2669302165692678,0.0,0.25678927466483326,0.0,0.24664833276039877,0.0,0.23702303196974905,0.0,0.22705397043657613,,,,,,
sp_highschool2013,real,18,0.13102058744891332,0.1111111111111111,0.19754977029096477,0.5139223100721898,0.20110003437607427,0.033344792024750776,0.0012031625988312134,0.0,0.0,0.6928497765555174,0.3231350979718116,0.5735647988999656,0.20110003437607427,0.49759367480233757,0.12891027844620145,0.4444826400825026,0.08422138191818494,0.40580955654864215,0.05242351323478859,0.3757304915778618,0.033344792024750776,0.35046407700240634,0.014094190443451358,0.3284633894809213,0.006015812994156067,0.30818150567205227,0.0012031625988312134,0.29150910965967686,0.0,0.2777586799587487,0.0,0.2669302165692678,0.0,0.25678927466483326,0.0,0.24664833276039877,0.0,0.23702303196974905,0.0,0.22705397043657613,0.0,0.21983499484358887,,,,
sp_highschool2013,real,19,0.12396193302093322,0.10526315789473684,0.1999355306632283,0.512547267102097,0.20230319697490545,0.031110347198349948,0.0,0.0,0.0,0.6928497765555174,0.31815056720522517,0.5735647988999656,0.20230319697490545,0.49759367480233757,0.12822275696115504,0.4444826400825026,0.08404950154692334,0.40580955654864215,0.05139223100721898,0.3757304915778618,0.031110347198349948,0.35046407700240634,0.016328635269852183,0.3284633894809213,0.007390855964248883,0.30818150567205227,0.0037813681677552422,0.29150910965967686,0.0,0.2777586799587487,0.0,0.2669302165692678,0.0,0.25678927466483326,0.0,0.24664833276039877,0.0,0.23702303196974905,0.0,0.22705397043657613,0.0,0.21983499484358887,0.0,0.21175661739429358,,
sp_highschool2013,real,20,0.11913887933997938,0.1,0.20752918751489158,0.5158129941560674,0.2050532829150911,0.03454795462358199,0.0008594018563080096,0.0,0.0,0.6928497765555174,0.32365073908559644,0.5735647988999656,0.2050532829150911,0.49759367480233757,0.12942591955998625,0.4444826400825026,0.08645582674458577,0.40580955654864215,0.055345479546235817,0.3757304915778618,0.03454795462358199,0.35046407700240634,0.018047438982468203,0.3284633894809213,0.00979718116191131,0.30818150567205227,0.0037813681677552422,0.29150910965967686,0.0008594018563080096,0.2777586799587487,0.0,0.2669302165692678,0.0,0.25678927466483326,0.0,0.24664833276039877,0.0,0.23702303196974905,0.0,0.22705397043657613,0.0,0.21983499484358887,0.0,0.21175661739429358,0.0,0.20608456514266071
copenhagen_bluetooth,real,2,0.6767697724129259,0.5,0.5333168945960812,0.35353954482585187,1.0,1.0,0.35353954482585187,0.35353954482585187,0.35353954482585187,0.7412297246322143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copenhagen_bluetooth,real,3,0.5166729536024142,0.3333333333333333,0.48651945981204553,0.4046900540676474,1.0,0.4046900540676474,0.4046900540676474,0.1453288067395951,0.1453288067395951,0.7412297246322143,0.1453288067395951,0.6266063120834905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copenhagen_bluetooth,real,4,0.4305890858795423,0.25,0.4549590357649283,0.43813655224443604,1.0,0.43813655224443604,0.2033572236891739,0.08086256758455929,0.08086256758455929,0.7412297246322143,0.2033572236891739,0.6266063120834905,0.08086256758455929,0.5567333081855903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copenhagen_bluetooth,real,5,0.3633245316232868,0.2,0.40164716790749677,0.44692568841946434,1.0,0.44692568841946434,0.22074688796680497,0.1074311580535647,0.041518923676600025,0.7412297246322143,0.22074688796680497,0.6266063120834905,0.1074311580535647,0.5567333081855903,0.041518923676600025,0.5068401860932982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copenhagen_bluetooth,real,6,0.3151452282157676,0.16666666666666666,0.357416127133608,0.4555136426505721,0.4555136426505721,0.23119577517917766,0.11926317113039105,0.05978875895888344,0.02511002137558154,0.7412297246322143,0.23119577517917766,0.6266063120834905,0.11926317113039105,0.5567333081855903,0.05978875895888344,0.5068401860932982,0.02511002137558154,0.46903055450773296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copenhagen_bluetooth,real,7,0.2781448150742757,0.14285714285714285,0.3170750277908907,0.4636489375078587,0.4636489375078587,0.23955739972337484,0.06730793411291337,0.03374827109266943,0.01449767383377342,0.7412297246322143,0.23955739972337484,0.6266063120834905,0.12825348924933988,0.5567333081855903,0.06730793411291337,0.5068401860932982,0.03374827109266943,0.46903055450773296,0.01449767383377342,0.43806110901546585,,,,,,,,,,,,,,,,,,,,,,,,,,
copenhagen_bluetooth,real,8,0.2528259776185087,0.125,0.29834723730072565,0.4690179806362379,0.4690179806362379,0.1389790016346033,0.08035961272475796,0.027323022758707405,0.012460706651578021,0.7412297246322143,0.2462592732302276,0.6266063120834905,0.1389790016346033,0.5567333081855903,0.08035961272475796,0.5068401860932982,0.04820822331195775,0.46903055450773296,0.027323022758707405,0.43806110901546585,0.012460706651578021,0.41166855274739095,,,,,,,,,,,,,,,,,,,,,,,,
copenhagen_bluetooth,real,9,0.22807466085474384,0.1111111111111111,0.2678659539473684,0.4730541933861436,0.4730541933861436,0.14315352697095435,0.04993084370677732,0.01647177165849365,0.006110901546586194,0.7412297246322143,0.250572111153024,0.6266063120834905,0.14315352697095435,0.5567333081855903,0.08361624544197158,0.5068401860932982,0.04993084370677732,0.46903055450773296,0.02976235382874387,0.43806110901546585,0.01647177165849365,0.41166855274739095,0.006110901546586194,0.389048157927826,,,,,,,,,,,,,,,,,,,,,,
copenhagen_bluetooth,real,10,0.20572865585313718,0.1,0.2384843070123989,0.46934490129510875,0.46934490129510875,0.1427134414686282,0.05184207217402238,0.01767886332201685,0.002665660756947064,0.7412297246322143,0.24999371306425247,0.6266063120834905,0.1427134414686282,0.5567333081855903,0.08404375707280272,0.5068401860932982,0.05184207217402238,0.46903055450773296,0.031308940022632965,0.43806110901546585,0.01767886332201685,0.41166855274739095,0.007695209354960392,0.389048157927826,0.002665660756947064,0.3702879416572363,,,,,,,,,,,,,,,,,,,,
copenhagen_bluetooth,real,11,0.1904404284260942,0.09090909090909091,0.23053324852243512,0.4730290456431535,0.25333836288193134,0.08834402112410411,0.035948698604300264,0.012661888595498555,0.0013956997359486987,0.7412297246322143,0.25333836288193134,0.6266063120834905,0.14630956871620773,0.5567333081855903,0.08834402112410411,0.5068401860932982,0.05581541556645291,0.46903055450773296,0.035948698604300264,0.43806110901546585,0.022167735445743745,0.41166855274739095,0.012661888595498555,0.389048157927826,0.005834276373695461,0.3702879416572363,0.0013956997359486987,0.35254620897774425,,,,,,,,,,,,,,,,,,
copenhagen_bluetooth,real,12,0.17879311790100172,0.08333333333333333,0.2382932888371427,0.47813403747013705,0.25734942788884696,0.09258141581793033,0.02733559663020244,0.011957751791776688,0.0025022004275116307,0.7412297246322143,0.25734942788884696,0.6266063120834905,0.1499308437067773,0.5567333081855903,0.09258141581793033,0.5068401860932982,0.060744373192505974,0.46903055450773296,0.04046271847101723,0.43806110901546585,0.02733559663020244,0.41166855274739095,0.01803093172387778,0.389048157927826,0.011957751791776688,0.3702879416572363,0.006488117691437194,0.35254620897774425,0.0025022004275116307,0.33741984156921917,,,,,,,,,,,,,,,,
copenhagen_bluetooth,real,13,0.16571492131658105,0.07692307692307693,0.22211663653360814,0.4758707406010311,0.2570853765874513,0.06153652709669307,0.028756444109141206,0.007292845467119326,0.0009304664906324658,0.7412297246322143,0.2570853765874513,0.6266063120834905,0.1513516911857161,0.5567333081855903,0.09409028039733434,0.5068401860932982,0.06153652709669307,0.46903055450773296,0.04163208852005532,0.43806110901546585,0.028756444109141206,0.41166855274739095,0.01953979630328178,0.389048157927826,0.012775053438953854,0.3702879416572363,0.007292845467119326,0.35254620897774425,0.0034326669181440964,0.33741984156921917,0.0009304664906324658,0.32321136677983153,,,,,,,,,,,,,,
copenhagen_bluetooth,real,14,0.15438379048337555,0.07142857142857142,0.20560655777998993,0.47783226455425626,0.25882057085376586,0.06195146485602917,0.019778699861687413,0.004161951464856029,0.0007292845467119326,0.7412297246322143,0.25882057085376586,0.6266063120834905,0.15169118571608198,0.5567333081855903,0.09322268326417704,0.5068401860932982,0.06195146485602917,0.46903055450773296,0.04141833270463976,0.43806110901546585,0.028869608952596503,0.41166855274739095,0.019778699861687413,0.389048157927826,0.01317741732679492,0.3702879416572363,0.007921539041870993,0.35254620897774425,0.004161951464856029,0.33741984156921917,0.0017980636237897648,0.32321136677983153,0.0007292845467119326,0.3103734439834025,,,,,,,,,,,,
copenhagen_bluetooth,real,15,0.14531623286810008,0.06666666666666667,0.20283581726086108,0.4776939519678109,0.2593109518420722,0.06395071042373947,0.02138815541305168,0.005331321513894128,0.0005532503457814661,0.7412297246322143,0.2593109518420722,0.6266063120834905,0.15320005029548597,0.5567333081855903,0.09605180435055953,0.5068401860932982,0.06395071042373947,0.46903055450773296,0.04368162957374576,0.43806110901546585,0.030567081604426,0.41166855274739095,0.02138815541305168,0.389048157927826,0.014610838677228719,0.3702879416572363,0.00958129007921539,0.35254620897774425,0.005331321513894128,0.33741984156921917,0.0025399220419967308,0.32321136677983153,0.0012825348924933987,0.3103734439834025,0.0005532503457814661,0.2982773796051804,,,,,,,,,,
