condition,stratum,arm,method,sources,sources_with_valid,MAE_2,ProfileMAE,signed_rho_2,validity,fallback_rate,old_rule_MAE_2,old_rule_ProfileMAE,old_rule_signed_rho_2,old_rule_fallback_rate,ET_profile_validity,draw_clustered_MCSE_2,skill_vs_plugin,not_correctable_at_this_budget_sources,ET_in_distribution
dar_a0,synthetic,S,qwen_nonthinking,2,2,0.5109045101746243,0.4618114829207316,0.5109045101746243,1.0,,,,,,,0.014693683030052555,-1.7884575245852745,,False
dar_a0,synthetic,S_obs,plugin,2,2,0.18322119152616853,0.07584215245724807,0.18322119152616853,1.0,,,,,,,0.012006357833332705,0.0,,False
dar_a0,synthetic,S_obs,median,2,2,0.03677670046381365,0.03508417697610491,-0.03677670046381365,1.0,,,,,,,0.0,0.7992770369110878,,False
dar_a0,synthetic,S_obs,design,2,2,0.02148123905428622,0.008684418107754173,-0.0114175461886383,1.0,,,,,,,0.006761379195933054,0.882757890201701,,False
dar_a0,synthetic,S_obs,mle,2,2,0.021552141968787825,0.007927612206265396,-0.011571941531479122,1.0,0.0,0.021552141968787825,0.007927612206265396,-0.011571941531479122,0.0,,0.005842376504915408,0.8823709103228398,,False
dar_a0,synthetic,S_obs,et,2,2,0.018437221372801495,0.012017790345980585,0.00955637224668567,1.0,,,,,,1.0,0.009127612988298929,0.8993717854401782,,True
dar_a0,synthetic,S_obs,qwen_thinking,2,2,0.09449219308047824,0.03839505845838345,0.07723213523921468,1.0,,,,,,,0.01668658025984164,0.4842725762593766,,False
dar_a0,synthetic,S_obs,qwen_nonthinking,2,2,0.4983322879524021,0.43753231625406497,0.4983322879524021,1.0,,,,,,,0.014594232963827508,-1.7198397947391793,,False
dar_a0,synthetic,H,plugin,2,2,0.1721027043960823,0.06296169065502133,-0.1721027043960823,1.0,,,,,,,0.008314647373343927,0.0,,False
dar_a0,synthetic,H,median,2,2,0.03677670046381365,0.03508417697610491,-0.03677670046381365,1.0,,,,,,,0.0,0.7863095725725805,,False
dar_a0,synthetic,H,mle,2,2,0.03950825236319052,0.01620904209820217,-0.002676335425364551,1.0,0.0,0.03930298891946898,0.016181308132017163,-0.0024710719816430082,0.16666666666666666,,0.013129433033897407,0.7704379341287686,,False
dar_a0,synthetic,H,et,2,2,0.06090319912820293,0.023472113185271863,-0.05477705076322498,1.0,,,,,,1.0,0.009681001256117715,0.6461229395440615,,True
dar_a0,synthetic,H,qwen_thinking,2,2,0.23201531859494126,0.09695475017930397,-0.005803500936486766,1.0,,,,,,,0.010866538546727138,-0.3481212826323419,,False
dar_a0,synthetic,H,qwen_nonthinking,2,2,0.16925665774016047,0.1417231515365341,0.0987378435079577,1.0,,,,,,,0.019455306583009976,0.016536908387981275,,False
dar_a0,synthetic,B,plugin,2,2,0.3523918149337979,0.11180453091478681,-0.3523918149337979,1.0,,,,,,,0.004621959161987572,0.0,,False
dar_a0,synthetic,B,median,2,2,0.03677670046381365,0.03508417697610491,-0.03677670046381365,1.0,,,,,,,0.0,0.8956369049867895,,False
dar_a0,synthetic,B,mle,2,2,0.08944886408055593,0.04022886360586696,-0.05614477488877249,1.0,0.0,0.08944886408055593,0.04022886360586696,-0.05614477488877249,0.0,,0.03544450313102026,0.7461664536749804,,False
dar_a0,synthetic,B,et,2,2,0.07952333660570261,0.04073715154505976,-0.0331710126301468,1.0,,,,,,1.0,0.026039084621757674,0.7743326228486827,,True
dar_a0,synthetic,B,qwen_thinking,2,2,0.36002600728113315,0.2219987495432345,0.177695871876752,1.0,,,,,,,0.03646773257256554,-0.021663932088687776,,False
dar_a0,synthetic,B,qwen_nonthinking,2,2,0.4941428451863732,0.514002129949936,0.42834895461906874,1.0,,,,,,,0.03524650108944632,-0.4022540372545411,,False
dar_a08,synthetic,R,plugin,2,2,0.017975551871713086,0.02540752744655774,-0.006693920985634427,1.0,,,,,,,0.0007234537360515552,0.0,,False
dar_a08,synthetic,R,median,2,2,0.4269605880843146,0.39153118716860696,-0.4269605880843146,1.0,,,,,,,1.962615573354719e-17,-22.75229373381263,,False
dar_a08,synthetic,R,mle,2,2,0.02304347279140943,0.026005197854202442,-0.01707417741267847,1.0,0.0,0.04252253735864564,0.04445396541304334,0.010572286197679878,0.16666666666666666,,0.007109335764955613,-0.2819340933655221,,False
dar_a08,synthetic,R,et,2,2,0.015352586056978146,0.02336919841959656,-0.004621719980512473,1.0,,,,,,1.0,0.001575511220915568,0.14591851384894194,,True
dar_a08,synthetic,R,qwen_thinking,2,2,0.01832179248195884,0.025456232702286648,-0.006350266334765407,1.0,,,,,,,0.0006420955559385517,-0.019261751334077815,,False
dar_a08,synthetic,R,qwen_nonthinking,2,2,0.08208820447561337,0.10922453928096049,0.04694284477634566,1.0,,,,,,,0.011444021477086777,-3.5666583736319124,,False
dar_a08,synthetic,S,plugin,2,2,0.1233813127260972,0.1648719513869248,0.1233813127260972,1.0,,,,,,,0.008202771369058295,0.0,,False
dar_a08,synthetic,S,median,2,2,0.4269605880843146,0.39153118716860696,-0.4269605880843146,1.0,,,,,,,1.962615573354719e-17,-2.4604963965017475,,False
dar_a08,synthetic,S,design,2,2,0.04219666178188358,0.033158605395778085,-0.022596363155151213,1.0,,,,,,,0.0038703898394725476,0.6579979508277813,,False
dar_a08,synthetic,S,mle,2,2,0.03280864667446415,0.031605180839654856,-0.016991182696369234,1.0,0.0,0.03280864667446415,0.031605180839654856,-0.016991182696369234,0.0,,0.00603523571448943,0.7340873917649235,,False
dar_a08,synthetic,S,et,2,2,0.027501158509622814,0.027106924701898294,-0.013093111212122772,1.0,,,,,,1.0,0.003968354581703853,0.7771043450423116,,True
dar_a08,synthetic,S,qwen_thinking,2,2,0.10566574438371698,0.13085500389317428,0.07085138468444926,1.0,,,,,,,0.01081819289592274,0.14358388601123295,,False
dar_a08,synthetic,S,qwen_nonthinking,2,2,0.1494950712803063,0.1827178737035663,0.14758173366523458,1.0,,,,,,,0.010458730892323239,-0.2116508406113402,,False
dar_a08,synthetic,S_obs,plugin,2,2,0.1233813127260972,0.1648719513869248,0.1233813127260972,1.0,,,,,,,0.008202771369058295,0.0,,False
dar_a08,synthetic,S_obs,median,2,2,0.4269605880843146,0.39153118716860696,-0.4269605880843146,1.0,,,,,,,1.962615573354719e-17,-2.4604963965017475,,False
dar_a08,synthetic,S_obs,design,2,2,0.07496500192443645,0.05372505173720207,-0.06695045443286363,1.0,,,,,,,0.007579097745830579,0.39241202522414,,False
dar_a08,synthetic,S_obs,mle,2,2,0.053742078008557806,0.047204567155550235,-0.05334489691035203,1.0,0.0,0.053742078008557806,0.047204567155550235,-0.05334489691035203,0.0,,0.012824342862979043,0.5644228706833132,,False
dar_a08,synthetic,S_obs,et,2,2,0.028553697069860162,0.026385715359649543,-0.010190695318108883,1.0,,,,,,1.0,0.006378033215154656,0.7685735672690684,,True
dar_a08,synthetic,S_obs,qwen_thinking,2,2,0.09657805553233842,0.09803533354947912,-0.006285233318892414,1.0,,,,,,,0.0056851313357500245,0.2172391961273844,,False
dar_a08,synthetic,S_obs,qwen_nonthinking,2,2,0.12915076486207094,0.11878071014247579,0.10658649557001235,1.0,,,,,,,0.010328759021919438,-0.04676115052189256,,False
dar_a08,synthetic,H,plugin,2,2,0.037778025637915026,0.2060598460400355,-0.01947359403868572,1.0,,,,,,,0.013632243437730764,0.0,,False
dar_a08,synthetic,H,median,2,2,0.4269605880843146,0.39153118716860696,-0.4269605880843146,1.0,,,,,,,1.962615573354719e-17,-10.30182376857211,,False
dar_a08,synthetic,H,mle,2,2,0.05312787485914437,0.11647095916314362,0.05312787485914437,1.0,0.0,0.05312787485914437,0.11647095916314362,0.05312787485914437,0.0,,0.01560567313753983,-0.40631687236253633,,False
dar_a08,synthetic,H,et,2,2,0.027022192920653866,0.0315281515003172,0.016580022268134837,1.0,,,,,,1.0,0.0089375683784367,0.2847113509941166,,True
dar_a08,synthetic,H,qwen_thinking,2,2,0.13224012292511877,0.19775268543595054,0.10167730773930865,1.0,,,,,,,0.012967833299505419,-2.5004508756645842,,False
dar_a08,synthetic,H,qwen_nonthinking,2,2,0.32422692748038306,0.276518834994834,-0.3169460441125432,1.0,,,,,,,0.04286230266723443,-7.582421182831226,,False
dar_a08,synthetic,B,plugin,2,2,0.6503553493702969,0.4946697731756529,-0.6503553493702969,1.0,,,,,,,0.008767059532568592,0.0,,False
dar_a08,synthetic,B,median,2,2,0.4269605880843146,0.39153118716860696,-0.4269605880843146,1.0,,,,,,,1.962615573354719e-17,0.34349646159177916,,False
dar_a08,synthetic,B,mle,2,2,0.1150968632888456,0.10918211780961984,0.04744876714810862,1.0,0.0,0.1150968632888456,0.10918211780961984,0.04744876714810862,0.0,,0.027185122748564865,0.823024653521667,,False
dar_a08,synthetic,B,et,2,2,0.027081386591187067,0.08203140690914679,-0.024540230773652583,1.0,,,,,,1.0,0.008767071698202058,0.958359093044428,,True
dar_a08,synthetic,B,qwen_thinking,2,2,0.3936996389755949,0.39181754470034935,-0.3384116653415293,1.0,,,,,,,0.02928279557162664,0.39463919323983043,,False
dar_a08,synthetic,B,qwen_nonthinking,2,2,0.1716966421596982,0.16898335889743907,-0.028946044112543222,1.0,,,,,,,0.03539135494629387,0.7359956486466321,,False
ad_memoryless,synthetic,R,plugin,2,2,0.01831185646652069,0.00565306965022329,-0.004095486228008657,1.0,,,,,,,0.0033503316032353057,0.0,,False
ad_memoryless,synthetic,R,median,2,2,0.29623008533792233,0.12297808023017381,0.29623008533792233,1.0,,,,,,,0.0,-15.176955399334613,,False
ad_memoryless,synthetic,R,mle,2,2,0.01920175159346041,0.005525441615531122,-0.0032371010744601247,1.0,0.0,0.019184982164012515,0.0055251560660801256,-0.00322033164501223,0.16666666666666666,,0.003329356361608881,-0.04859666350960645,,False
ad_memoryless,synthetic,R,et,2,2,0.017277725656203217,0.005461745010307915,-0.0010012327532232732,1.0,,,,,,1.0,0.003961596690260186,0.05647329161891157,,True
ad_memoryless,synthetic,R,qwen_thinking,2,2,0.01831362815949676,0.005653753642052834,-0.004097208619700979,1.0,,,,,,,0.0033505453591040264,-9.675113931284507e-05,,False
ad_memoryless,synthetic,R,qwen_nonthinking,2,2,0.22842706364053256,0.10031304329436465,0.20124462930969367,1.0,,,,,,,0.09564323343205493,-11.474271194630786,,False
ad_memoryless,synthetic,S,plugin,2,2,0.049533361495011974,0.014470431828353385,0.049533361495011974,1.0,,,,,,,0.0011705295179931293,0.0,,False
ad_memoryless,synthetic,S,median,2,2,0.29623008533792233,0.12297808023017381,0.29623008533792233,1.0,,,,,,,0.0,-4.980415550189397,,False
ad_memoryless,synthetic,S,design,2,2,0.0022451831838986003,0.0008513810440954476,-0.0017532794583517883,1.0,,,,,,,0.0012362097660112772,0.9546733127707335,,False
ad_memoryless,synthetic,S,mle,2,2,0.003748318690235351,0.001238101723165442,-0.0002699310119758313,1.0,0.0,0.003748318690235351,0.001238101723165442,-0.0002699310119758313,0.0,,0.0012346149932101584,0.9243273911338965,,False
ad_memoryless,synthetic,S,et,2,2,0.0028200864154282967,0.0010196754388168967,-0.0012432031065895146,1.0,,,,,,0.5,0.0012531044828476652,0.9430669284233358,,True
ad_memoryless,synthetic,S,qwen_thinking,2,2,0.030852727463110113,0.009335440927675947,0.02587712786864312,1.0,,,,,,,0.007693608628064499,0.3771323703476698,,False
ad_memoryless,synthetic,S,qwen_nonthinking,2,2,0.34549480640005614,0.17660681296539193,0.3249668515319159,1.0,,,,,,,0.08575171972332503,-5.974992125960351,,False
ad_memoryless,synthetic,S_obs,plugin,2,2,0.049533361495011974,0.014470431828353385,0.049533361495011974,1.0,,,,,,,0.0011705295179931293,0.0,,False
ad_memoryless,synthetic,S_obs,median,2,2,0.29623008533792233,0.12297808023017381,0.29623008533792233,1.0,,,,,,,0.0,-4.980415550189397,,False
ad_memoryless,synthetic,S_obs,design,2,2,0.00391264616322853,0.001144645589324114,-0.0038527129547879942,1.0,,,,,,,0.0005877142813094572,0.921009880106309,,False
ad_memoryless,synthetic,S_obs,mle,2,2,0.004116230217393092,0.001355497063322207,-0.0026875849082961638,1.0,0.0,0.004116230217393092,0.001355497063322207,-0.0026875849082961638,0.0,,0.0005863600042778264,0.9168998409726827,,False
ad_memoryless,synthetic,S_obs,et,2,2,0.003936273832271337,0.001231424655961451,8.48931987179613e-06,1.0,,,,,,1.0,0.0008302056039738382,0.9205328749459549,,True
ad_memoryless,synthetic,S_obs,qwen_thinking,2,2,0.018549080170918802,0.005409715601852888,0.013076633965249228,1.0,,,,,,,0.0024796092121984596,0.6255234934381204,,False
ad_memoryless,synthetic,S_obs,qwen_nonthinking,2,2,0.37177377766456865,0.20907575725851787,0.3335224070874714,1.0,,,,,,,0.12502333409532174,-6.50552287274116,,False
ad_memoryless,synthetic,H,plugin,2,2,0.030530247667405676,0.008498902202428875,-0.030530247667405676,1.0,,,,,,,0.003309159945109521,0.0,,False
ad_memoryless,synthetic,H,median,2,2,0.29623008533792233,0.12297808023017381,0.29623008533792233,1.0,,,,,,,0.0,-8.702839248637337,,False
ad_memoryless,synthetic,H,mle,2,2,0.012621581595178608,0.0035935217770088038,-0.0041848941183445934,1.0,0.0,0.012621581595178608,0.0035935217770088038,-0.0041848941183445934,0.0,,0.0015649363226057972,0.5865876447293448,,False
ad_memoryless,synthetic,H,et,2,2,0.011387940639501118,0.0034261926170783266,-0.0025804036968154246,1.0,,,,,,1.0,0.0017616477193457538,0.626994816302818,,True
ad_memoryless,synthetic,H,qwen_thinking,2,2,0.15857469283367265,0.07076285794119966,0.10846628854444537,1.0,,,,,,,0.06672242809867888,-4.194019208791686,,False
ad_memoryless,synthetic,H,qwen_nonthinking,2,2,0.18408273658996596,0.08729513737852304,0.13230018486524925,1.0,,,,,,,0.0700235848243081,-5.029519923826038,,False
ad_memoryless,synthetic,B,plugin,2,2,0.05192474400699908,0.014011106922465839,-0.05192474400699908,1.0,,,,,,,0.0008728065884918945,0.0,,False
ad_memoryless,synthetic,B,median,2,2,0.29623008533792233,0.12297808023017381,0.29623008533792233,1.0,,,,,,,0.0,-4.704988844971343,,False
ad_memoryless,synthetic,B,mle,2,2,0.018560405539423383,0.005079892959770696,0.004615943053771399,1.0,0.0,0.018560405539423383,0.005079892959770696,0.004615943053771399,0.0,,0.004556145716508271,0.642551814277186,,False
ad_memoryless,synthetic,B,et,2,2,0.016422811921078265,0.00454440802213811,0.00434824428170924,1.0,,,,,,1.0,0.004012466750050553,0.6837189622183868,,True
ad_memoryless,synthetic,B,qwen_thinking,2,2,0.06790834091751738,0.039969159440108294,0.06034956819858256,1.0,,,,,,,0.04981984020840603,-0.30782235360397414,,False
ad_memoryless,synthetic,B,qwen_nonthinking,2,2,0.4369283148246605,0.3300505063069989,0.3798057404208048,1.0,,,,,,,0.09929066756553259,-7.41464552556611,,False
ad_memory,synthetic,R,plugin,2,2,0.02071497004161088,0.023044865856235136,-0.002121764311406704,1.0,,,,,,,0.005982939133428917,0.0,,False
ad_memory,synthetic,R,median,2,2,0.434961565213295,0.2981265188683012,-0.434961565213295,1.0,,,,,,,1.962615573354719e-17,-19.99745084543075,,False
ad_memory,synthetic,R,mle,2,2,0.013290721905803809,0.017392597159461697,-0.00413455221961114,1.0,0.0,0.013290721905803809,0.017392597159461697,-0.00413455221961114,0.0,,0.0025041249817294893,0.35840013868683984,,False
ad_memory,synthetic,R,et,2,2,0.020382358357729797,0.0244462483147274,-0.006673869471281199,1.0,,,,,,1.0,0.004783524726874924,0.016056585320324168,,True
ad_memory,synthetic,R,qwen_thinking,2,2,0.02042711819161898,0.023540382968176565,-0.0024089101304125005,1.0,,,,,,,0.005977810807119251,0.013895837136799316,,False
ad_memory,synthetic,R,qwen_nonthinking,2,2,0.0677516548658202,0.10115249463009382,0.049775200980698604,1.0,,,,,,,0.0073413745451561445,-2.270661494065649,,False
ad_memory,synthetic,S,plugin,2,2,0.1522483829439416,0.17801388882968552,0.1522483829439416,1.0,,,,,,,0.006408817600494964,0.0,,False
ad_memory,synthetic,S,median,2,2,0.434961565213295,0.2981265188683012,-0.434961565213295,1.0,,,,,,,1.962615573354719e-17,-1.8569207554306133,,False
ad_memory,synthetic,S,design,2,2,0.0532857531835883,0.039472640656916386,0.039640347244480956,1.0,,,,,,,0.015380988256352292,0.6500077560547339,,False
ad_memory,synthetic,S,mle,2,2,0.04821342431755134,0.03889358973975445,0.03681937338351038,1.0,0.0,0.04821342431755134,0.03889358973975445,0.03681937338351038,0.0,,0.014412549630885186,0.6833238988469015,,False
ad_memory,synthetic,S,et,2,2,0.026201793654286487,0.028631744707875335,0.010961446675333664,1.0,,,,,,1.0,0.009016510707474591,0.8279010052675957,,True
ad_memory,synthetic,S,qwen_thinking,2,2,0.06653232238748123,0.06408667723076844,0.05314120751664632,1.0,,,,,,,0.014950141404610174,0.5630014513061944,,False
ad_memory,synthetic,S,qwen_nonthinking,2,2,0.11671964542514304,0.1966405261971212,0.11671964542514304,1.0,,,,,,,0.014535983448491356,0.2333603604307598,,False
ad_memory,synthetic,S_obs,plugin,2,2,0.1522483829439416,0.17801388882968552,0.1522483829439416,1.0,,,,,,,0.006408817600494964,0.0,,False
ad_memory,synthetic,S_obs,median,2,2,0.434961565213295,0.2981265188683012,-0.434961565213295,1.0,,,,,,,1.962615573354719e-17,-1.8569207554306133,,False
ad_memory,synthetic,S_obs,design,2,2,0.04286998119558276,0.03356792133262042,0.029012341147295263,1.0,,,,,,,0.017404827030420005,0.7184207781611208,,False
ad_memory,synthetic,S_obs,mle,2,2,0.03694754190630197,0.033438290874141165,0.02217679138420825,1.0,0.0,0.03694754190630197,0.033438290874141165,0.02217679138420825,0.0,,0.01438130053742874,0.7573206283582914,,False
ad_memory,synthetic,S_obs,et,2,2,0.02681780938239738,0.02419276045736031,0.017720710915940113,1.0,,,,,,1.0,0.010620661207115056,0.8238548819774868,,True
ad_memory,synthetic,S_obs,qwen_thinking,2,2,0.06597112854377495,0.06838411976693322,0.0508953320158953,1.0,,,,,,,0.00836019502488509,0.566687492713366,,False
ad_memory,synthetic,S_obs,qwen_nonthinking,2,2,0.11276964542514306,0.19639330397489896,0.11276964542514306,1.0,,,,,,,0.0044002419967121825,0.25930480675998213,,False
ad_memory,synthetic,H,plugin,2,2,0.13862908744088998,0.2082005762445694,-0.13862908744088998,1.0,,,,,,,0.012290394326120417,0.0,,False
ad_memory,synthetic,H,median,2,2,0.434961565213295,0.2981265188683012,-0.434961565213295,1.0,,,,,,,1.962615573354719e-17,-2.137592357006304,,False
ad_memory,synthetic,H,mle,2,2,0.044695551336937325,0.04042994033594911,0.040636760713920084,1.0,0.0,0.044695551336937325,0.04042994033594911,0.040636760713920084,0.0,,0.013603884376090747,0.6775889377761717,,False
ad_memory,synthetic,H,et,2,2,0.01727525524535271,0.01798109417763013,-0.01577104078590878,1.0,,,,,,1.0,0.009999953888021215,0.8753850612143811,,True
ad_memory,synthetic,H,qwen_thinking,2,2,0.14904328013794707,0.16137197460994365,-0.014098410130412508,1.0,,,,,,,0.00799260941723939,-0.07512270973793722,,False
ad_memory,synthetic,H,qwen_nonthinking,2,2,0.23749764583060973,0.17626580735536623,-0.23000257679707914,1.0,,,,,,,0.031569593051047395,-0.713187688203432,,False
ad_memory,synthetic,B,plugin,2,2,0.6471475036042416,0.3968234312201221,-0.6471475036042416,1.0,,,,,,,0.0053543881158398315,0.0,,False
ad_memory,synthetic,B,median,2,2,0.434961565213295,0.2981265188683012,-0.434961565213295,1.0,,,,,,,1.962615573354719e-17,0.3278787868441,,False
ad_memory,synthetic,B,mle,2,2,0.0784594320981456,0.09742783510372009,-0.0784594320981456,1.0,0.0,0.0784594320981456,0.09742783510372009,-0.0784594320981456,0.0,,0.028964384248280517,0.8787611299415181,,False
ad_memory,synthetic,B,et,2,2,0.022788209446658457,0.04982457361339304,-0.022511566010929185,1.0,,,,,,1.0,0.011012420815930166,0.9647866841489132,,True
ad_memory,synthetic,B,qwen_thinking,2,2,0.49959886901344674,0.3533555649656017,-0.4160270212415236,1.0,,,,,,,0.038048340139860956,0.22799846058129447,,False
ad_memory,synthetic,B,qwen_nonthinking,2,2,0.24993362694925536,0.22013173243499115,-0.12472479901930138,1.0,,,,,,,0.06406356362690742,0.6137918703892575,,False
