family,outer_replicate,arm,method,mode_a,mode_b,MAE2_a,MAE2_b,paired_MAE2_b_minus_a
ad,1,R,extratrees_pooled,memoryless,memory,0.0034436456467068083,0.02536261745552289,0.021918971808816082
ad,1,R,extratrees_real_only,memoryless,memory,0.011773694018727422,0.2573592358479659,0.24558554182923847
ad,1,R,primary_corrector,memoryless,memory,0.00202612617928997,0.02305792201226679,0.02103179583297682
ad,1,R,qwen_nonthinking,memoryless,memory,0.3461096848357122,0.09683915038958263,-0.24927053444612957
ad,1,R,qwen_thinking,memoryless,memory,0.002031066028307863,0.023069221261607424,0.02103815523329956
ad,1,S1,plugin,memoryless,memory,0.02351245884934854,0.026849404383129254,0.003336945533780715
ad,1,S1,median,memoryless,memory,0.2995951408639409,0.4418642077565937,0.14226906689265278
ad,1,S1,extratrees_pooled,memoryless,memory,0.0030580979207147085,0.01952064453742952,0.016462546616714813
ad,1,S1,extratrees_real_only,memoryless,memory,0.03599441163263281,0.2539075266453086,0.21791311501267577
ad,1,S1,primary_corrector,memoryless,memory,0.02351245884934854,0.026849404383129254,0.003336945533780715
ad,1,S1,qwen_nonthinking,memoryless,memory,0.23525412928015665,0.08220551819831358,-0.1530486110818431
ad,1,S1,qwen_thinking,memoryless,memory,0.023511648740909014,0.027425554594940796,0.003913905854031782
ad,1,S2,plugin,memoryless,memory,0.02351245884934854,0.026849404383129254,0.003336945533780715
ad,1,S2,median,memoryless,memory,0.2995951408639409,0.4418642077565937,0.14226906689265278
ad,1,S2,extratrees_pooled,memoryless,memory,0.0009434377630755155,0.020607718256896185,0.01966428049382067
ad,1,S2,extratrees_real_only,memoryless,memory,0.01498423892104292,0.25468445318340227,0.23970021426235935
ad,1,S2,primary_corrector,memoryless,memory,0.0023714131706682093,0.034719880961869766,0.032348467791201554
ad,1,S2,qwen_nonthinking,memoryless,memory,0.18052975487222062,0.08619470594513819,-0.09433504892708243
ad,1,S2,qwen_thinking,memoryless,memory,0.02143172099587518,0.028215230596182583,0.0067835096003074045
ad,1,H,plugin,memoryless,memory,0.026206795398407107,0.15626101307542517,0.13005421767701805
ad,1,H,median,memoryless,memory,0.2995951408639409,0.4418642077565937,0.14226906689265278
ad,1,H,extratrees_pooled,memoryless,memory,0.0029702163929890327,0.013849255047077605,0.010879038654088572
ad,1,H,extratrees_real_only,memoryless,memory,0.0030567895803705497,0.2596360606124897,0.2565792710321192
ad,1,H,primary_corrector,memoryless,memory,0.006172683496065999,0.1138928302522576,0.1077201467561916
ad,1,H,qwen_nonthinking,memoryless,memory,0.37066524039126775,0.31190521934037785,-0.0587600210508899
ad,1,H,qwen_thinking,memoryless,memory,0.28569211716745957,0.14653922510406658,-0.13915289206339299
ad,1,B,plugin,memoryless,memory,0.05036360460422095,0.6767163183845026,0.6263527137802817
ad,1,B,median,memoryless,memory,0.2995951408639409,0.4418642077565937,0.14226906689265278
ad,1,B,extratrees_pooled,memoryless,memory,0.005313482616561223,0.04604221108087688,0.04072872846431566
ad,1,B,extratrees_real_only,memoryless,memory,0.008226032774229376,0.2978208690393523,0.2895948362651229
ad,1,B,primary_corrector,memoryless,memory,0.011348927235343559,0.11977139103676508,0.10842246380142152
ad,1,B,qwen_nonthinking,memoryless,memory,0.6298630882055539,0.11950581705624932,-0.5103572711493046
ad,1,B,qwen_thinking,memoryless,memory,0.02608435882777937,0.425873776817163,0.3997894179893836
ad,2,R,plugin,memoryless,memory,0.009340517183783098,0.014697328848082503,0.005356811664299405
ad,2,R,median,memoryless,memory,0.29286502981190377,0.42805892266999623,0.13519389285809247
ad,2,R,extratrees_pooled,memoryless,memory,0.006272722083070605,0.010716955827625366,0.004444233744554761
ad,2,R,extratrees_real_only,memoryless,memory,0.03643103637476094,0.24312276188118143,0.20669172550642048
ad,2,R,primary_corrector,memoryless,memory,0.009340517183783098,0.014697328848082503,0.005356811664299405
ad,2,R,qwen_nonthinking,memoryless,memory,0.38793512933923063,0.11024326101249173,-0.2776918683267389
ad,2,R,qwen_thinking,memoryless,memory,0.009341220150113926,0.014701904010519455,0.00536068386040553
ad,2,S1,plugin,memoryless,memory,0.08170993627855151,0.032846478659494305,-0.04886345761905721
ad,2,S1,median,memoryless,memory,0.29286502981190377,0.42805892266999623,0.13519389285809247
ad,2,S1,extratrees_pooled,memoryless,memory,0.05776544672902572,0.014309047126501015,-0.0434563996025247
ad,2,S1,extratrees_real_only,memoryless,memory,0.1144745231756606,0.24120144800444285,0.12672692482878223
ad,2,S1,primary_corrector,memoryless,memory,0.08170993627855151,0.032846478659494305,-0.04886345761905721
ad,2,S1,qwen_nonthinking,memoryless,memory,0.49356846267256393,0.06481978961209726,-0.42874867306046666
ad,2,S1,qwen_thinking,memoryless,memory,0.07954257378367512,0.03284355188948059,-0.046699021894194524
ad,2,S2,plugin,memoryless,memory,0.08170993627855151,0.032846478659494305,-0.04886345761905721
ad,2,S2,median,memoryless,memory,0.29286502981190377,0.42805892266999623,0.13519389285809247
ad,2,S2,extratrees_pooled,memoryless,memory,0.0091359075560169,0.020552034085067634,0.011416126529050734
ad,2,S2,extratrees_real_only,memoryless,memory,0.07186049529745583,0.24303541924119573,0.1711749239437399
ad,2,S2,primary_corrector,memoryless,memory,0.004969611686774722,0.03234446611076961,0.02737485442399489
ad,2,S2,qwen_nonthinking,memoryless,memory,0.5610573515614528,0.08451978961209726,-0.4765375619493555
ad,2,S2,qwen_thinking,memoryless,memory,0.07162199333434179,0.029722675989480602,-0.04189931734486119
ad,2,H,plugin,memoryless,memory,0.016985536580506107,0.11672726109271576,0.09974172451220965
ad,2,H,median,memoryless,memory,0.29286502981190377,0.42805892266999623,0.13519389285809247
ad,2,H,extratrees_pooled,memoryless,memory,0.020707522932025116,0.015191255089322583,-0.005516267842702533
ad,2,H,extratrees_real_only,memoryless,memory,0.026265768039222977,0.24339188166020143,0.21712611362097844
ad,2,H,primary_corrector,memoryless,memory,0.02776470036635988,0.1447545711015329,0.11698987073517302
ad,2,H,qwen_nonthinking,memoryless,memory,0.3033795737836751,0.23698882314266934,-0.06639075064100575
ad,2,H,qwen_thinking,memoryless,memory,0.1919466775941636,0.15213536028481078,-0.039811317309352806
ad,2,B,plugin,memoryless,memory,0.05437469568790943,0.6392929467079348,0.5849182510200254
ad,2,B,median,memoryless,memory,0.29286502981190377,0.42805892266999623,0.13519389285809247
ad,2,B,extratrees_pooled,memoryless,memory,0.008133701383740333,0.019264451194418514,0.011130749810678181
ad,2,B,extratrees_real_only,memoryless,memory,0.012128227796750228,0.27845974090406966,0.26633151310731945
ad,2,B,primary_corrector,memoryless,memory,0.013524203657985172,0.11642107719248951,0.10289687353450433
ad,2,B,qwen_nonthinking,memoryless,memory,0.8063795737836751,0.10912228796844174,-0.6972572858152334
ad,2,B,qwen_thinking,memoryless,memory,0.016699205187302866,0.5087911097679695,0.4920919045806666
